"Település-azonosító törzsszám","Név","Területi jelzőszám","Jogállás 2005","Statisztikai nagyrégió kódja","Régió 2016","NUTS'16","Járás kód","Járás központ kódja","Agglomeráció kódja","Borrégió'19","Borvidék'19","Turisztikai
régió","Világörökségi helyszínek","Világörökségi helyszínek védőövezete","Kedvezményezett települések kódja","Kedvezményezett járások kódja","Szabad vállalkozási zónák","Területfejlesztési szempontból kiemelt térség","Gazdaságfejlesztési zóna"
"19585","Pincehely","1700 4 2","41","2","40","HU233","174","0","9999","1","3500","08","99","99","9","3","1","3","4"
"19594","Pusztaottlaka","0400 4 2","42","3","70","HU332","049","0","9999","9","9992","05","99","99","1","3","1","9","3"
"19600","Makkoshotyka","0500 4 2","42","3","50","HU311","064","0","9999","6","3300","02","99","08","3","1","1","2","1"
"19619","Iharos","1400 4 2","42","2","40","HU232","141","0","9999","9","9993","08","99","99","3","3","1","9","4"
"19628","Mezőberény","0400 3 2","30","3","70","HU332","045","0","9999","9","9992","05","99","99","9","1","1","9","3"
"19637","Páli","0800 4 2","42","2","30","HU221","086","0","9999","9","9993","09","99","99","9","4","9","9","2"
"19646","Ófalu","0200 4 2","42","2","40","HU231","029","0","9999","9","9993","08","99","99","9","1","9","9","4"
"19655","Máriapócs","1500 3 2","30","3","60","HU323","156","0","9999","9","9992","03","99","99","2","3","1","9","1"
"19664","Alsódobsza","0500 4 2","42","3","50","HU311","066","0","1023","9","9991","02","99","99","9","2","1","9","1"
"19673","Újkér","0800 4 2","42","2","30","HU221","091","0","9999","9","9993","09","99","99","9","9","9","9","2"
"19682","Újlengyel","1300 4 2","42","1","12","HU120","125","0","9999","3","1600","01","99","99","9","4","9","9","9"
"19691","Tetétlen","0900 4 2","42","3","60","HU321","102","0","9999","9","9992","03","99","99","1","3","1","9","1"
"19707","Buj","1500 4 2","42","3","60","HU323","151","0","9999","9","9992","03","99","99","2","3","1","9","1"
"19716","Nagykőrös","1300 3 2","30","1","12","HU120","132","1","9999","3","1600","01","99","99","9","1","9","9","9"
"19725","Versend","0200 4 2","42","2","40","HU231","024","0","9999","1","2700","08","99","99","3","1","9","9","4"
"19734","Kemeneshőgyész","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","9","1","9","9","2"
"19743","Olaszfa","1800 4 2","42","2","30","HU222","182","0","9999","9","9993","09","99","99","1","2","1","9","2"
"19752","Nyalka","0800 4 2","42","2","30","HU221","090","0","1013","5","2300","09","99","99","9","4","9","9","2"
"19761","Kerkáskápolna","1800 4 2","42","2","30","HU222","177","0","9999","9","9993","09","99","99","9","4","9","9","2"
"19770","Osztopán","1400 4 2","42","2","40","HU232","143","0","9999","9","9993","08","99","99","3","1","9","9","4"
"19789","Kecel","0300 3 2","30","3","70","HU331","039","0","9999","3","1600","05","99","99","9","1","9","3","3"
"19798","Szalmatercs","1200 4 2","42","3","50","HU313","121","0","9999","9","9991","02","99","99","3","3","1","9","1"
"19813","Kétpó","1600 4 2","42","3","60","HU322","166","0","9999","9","9992","03","99","99","1","1","1","9","1"
"19831","Szilágy","0200 4 2","42","2","40","HU231","028","0","1033","9","9993","08","99","99","1","9","9","9","4"
"19840","Hernádvécse","0500 4 2","42","3","50","HU311","056","0","9999","9","9991","02","99","99","3","3","1","9","1"
"19859","Nemespátró","2000 4 2","42","2","30","HU223","196","0","9999","9","9993","09","99","99","1","4","9","9","2"
"19868","Pápadereske","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","9","1","9","9","2"
"19877","Nagypall","0200 4 2","42","2","40","HU231","029","0","9999","9","9993","08","99","99","9","1","9","9","4"
"19886","Váchartyán","1300 4 2","42","1","12","HU120","138","0","9999","9","9991","01","99","99","9","9","9","9","9"
"19895","Hernyék","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","3","1","9","9","2"
"19901","Csányoszró","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","1","3","1","9","4"
"19910","Kiskassa","0200 4 2","42","2","40","HU231","031","0","9999","1","2700","08","99","99","2","1","9","9","4"
"19929","Bókaháza","2000 4 2","42","2","30","HU223","193","0","9999","9","9993","07","99","99","2","9","9","1","2"
"19938","Pusztahencse","1700 4 2","42","2","40","HU233","172","0","9999","9","9993","08","99","99","9","9","9","3","4"
"19947","Szalkszentmárton","0300 4 2","42","3","70","HU331","043","0","9999","9","9992","05","99","99","9","2","1","9","3"
"19956","Biharkeresztes","0900 3 2","30","3","60","HU321","094","0","9999","9","9992","03","99","99","9","3","1","9","1"
"19965","Mátraballa","1000 4 2","42","3","50","HU312","109","0","9999","9","9991","02","99","99","9","2","1","9","1"
"19974","Fábiánsebestyén","0600 4 2","42","3","70","HU333","076","0","9999","9","9992","05","99","99","9","1","9","9","3"
"19983","Soltvadkert","0300 3 2","30","3","70","HU331","039","0","9999","3","1600","05","99","99","9","1","9","3","3"
"19992","Kemecse","1500 3 2","30","3","60","HU323","152","1","3053","9","9992","03","99","99","2","3","1","9","1"
"20002","Csákvár","0700 3 2","30","2","20","HU211","077","0","9999","9","9993","06","99","99","9","9","9","9","2"
"20011","Bagamér","0900 4 2","41","3","60","HU321","101","0","9999","9","9992","03","99","99","3","3","1","9","1"
"20039","Gétye","2000 4 2","42","2","30","HU223","193","0","9999","9","9993","07","99","99","3","9","9","1","2"
"20048","Bárna","1200 4 2","42","3","50","HU313","120","0","9999","9","9991","02","99","99","1","1","1","9","1"
"20057","Somogyegres","1400 4 2","42","2","40","HU232","147","0","9999","9","9993","08","99","99","3","2","1","9","4"
"20066","Nyársapát","1300 4 2","42","1","12","HU120","132","0","9999","3","1600","01","99","99","9","1","9","9","9"
"20075","Mátramindszent","1200 4 2","42","3","50","HU313","117","0","9999","9","9991","02","99","99","9","1","1","9","1"
"20084","Kemenesszentmárton","1800 4 2","42","2","30","HU222","176","0","9999","9","9993","09","99","99","9","1","9","9","2"
"20093","Törökkoppány","1400 4 2","42","2","40","HU232","147","0","9999","9","9993","08","99","99","9","2","1","9","4"
"20109","Kőszegszerdahely","1800 4 2","42","2","30","HU222","178","0","9999","9","9993","09","99","99","9","9","9","9","2"
"20118","Erk","1000 4 2","42","3","50","HU312","108","0","9999","9","9991","02","99","99","1","3","1","9","1"
"20127","Tata","1100 3 2","30","2","20","HU212","114","1","9999","5","1700","06","99","99","9","9","9","9","2"
"20136","Rábasebes","0800 4 2","42","2","30","HU221","086","0","9999","9","9993","09","99","99","9","4","9","9","2"
"20145","Csesztve","1200 4 2","42","3","50","HU313","116","0","9999","9","9991","02","99","99","3","1","9","9","1"
"20154","Dáka","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","9","1","9","9","2"
"20163","Naszály","1100 4 2","42","2","20","HU212","114","0","9999","9","9993","06","99","99","9","9","9","9","2"
"20172","Tiszabezdéd","1500 4 2","42","3","60","HU323","160","0","9999","9","9992","03","99","99","3","3","1","9","1"
"20181","Tiszaroff","1600 4 2","42","3","60","HU322","164","0","9999","9","9992","04","99","99","3","3","1","9","1"
"20190","Lucfalva","1200 4 2","42","3","50","HU313","120","0","9999","9","9991","02","99","99","3","1","1","9","1"
"20206","Seregélyes","0700 4 2","41","2","20","HU211","085","0","3103","5","2100","06","99","99","9","9","9","9","2"
"20215","Parádsasvár","1000 4 2","42","3","50","HU312","109","0","9999","9","9991","02","99","99","9","2","1","9","1"
"20233","Jákfalva","0500 4 2","42","3","50","HU311","063","0","9999","9","9991","02","99","99","3","3","1","9","1"
"20242","Heréd","1000 4 2","42","3","50","HU312","107","0","9999","9","9991","02","99","99","9","9","9","9","1"
"20251","Csehbánya","1900 4 2","42","2","20","HU213","183","0","3133","9","9993","06","99","99","9","9","9","9","2"
"20260","Tivadar","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","2","3","1","9","1"
"20279","Véménd","0200 4 2","42","2","40","HU231","027","0","9999","9","9993","08","99","99","9","1","9","9","4"
"20288","Egyed","0800 4 2","42","2","30","HU221","086","0","9999","9","9993","09","99","99","9","4","9","9","2"
"20297","Kiskunfélegyháza","0300 3 2","30","3","70","HU331","040","1","9999","3","1600","05","99","99","9","1","9","9","3"
"20303","Apagy","1500 4 2","42","3","60","HU323","157","0","3053","9","9992","03","99","99","9","9","1","9","1"
"20312","Kiskutas","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","2","9","9","9","2"
"20321","Rinyaújnép","1400 4 2","42","2","40","HU232","140","0","9999","9","9993","08","99","99","3","3","1","9","4"
"20330","Somogygeszti","1400 4 2","42","2","40","HU232","143","0","9999","9","9993","08","99","99","3","1","9","9","4"
"20349","Vashosszúfalu","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"20358","Előszállás","0700 4 2","41","2","20","HU211","078","0","3143","9","9993","06","99","99","9","9","9","3","2"
"20367","Pornóapáti","1800 4 2","42","2","30","HU222","181","0","2033","9","9993","09","99","99","9","9","9","9","2"
"20376","Almáskeresztúr","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","1","2","1","9","4"
"20385","Mérges","0800 4 2","42","2","30","HU221","092","0","1013","9","9993","09","99","99","9","1","9","9","2"
"20394","Vasasszonyfa","1800 4 2","42","2","30","HU222","181","0","2033","9","9993","09","99","99","9","9","9","9","2"
"20400","Gyömöre","0800 4 2","42","2","30","HU221","092","0","1013","9","9993","09","99","99","9","1","9","9","2"
"20419","Újléta","0900 4 2","42","3","60","HU321","101","0","9999","9","9992","03","99","99","3","3","1","9","1"
"20428","Szelevény","1600 4 2","42","3","60","HU322","165","0","9999","3","1600","03","99","99","3","2","1","9","1"
"20437","Magyarpolány","1900 4 2","42","2","20","HU213","183","0","9999","9","9993","06","99","99","9","9","9","9","2"
"20446","Tiszainoka","1600 4 2","42","3","60","HU322","165","0","9999","3","1600","03","99","99","1","2","1","9","1"
"20455","Csanádapáca","0400 4 2","42","3","70","HU332","050","0","9999","9","9992","05","99","99","9","1","9","9","3"
"20464","Baranyahídvég","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","1","3","1","9","4"
"20473","Kaposvár","1400 2 1","20","2","40","HU232","143","1","3031","9","9993","08","99","99","9","1","9","9","4"
"20482","Alsóberecki","0500 4 2","42","3","50","HU311","065","0","9999","9","9991","02","99","99","9","1","1","9","1"
"20491","Eger","1000 2 1","20","3","50","HU312","104","1","2021","4","3100","02","99","99","9","9","9","9","1"
"20507","Kurd","1700 4 2","42","2","40","HU233","171","0","9999","9","9993","08","99","99","9","1","9","9","4"
"20516","Sárazsadány","0500 4 2","42","3","50","HU311","064","0","9999","6","3300","02","99","08","1","1","1","9","1"
"20525","Tass","0300 4 2","42","3","70","HU331","043","0","9999","9","9992","05","99","99","2","2","1","9","3"
"20534","Dunavarsány","1300 3 2","30","1","12","HU120","136","0","0043","9","9992","01","99","99","9","9","9","4","9"
"20543","Szalapa","2000 4 2","42","2","30","HU223","198","0","9999","9","9993","09","99","99","1","1","9","9","2"
"20552","Királyegyháza","0200 4 2","42","2","40","HU231","032","0","9999","9","9993","08","99","99","9","1","9","9","4"
"20561","Újireg","1700 4 2","42","2","40","HU233","174","0","9999","9","9993","08","99","99","9","3","1","3","4"
"20570","Tés","1900 4 2","42","2","20","HU213","190","0","9999","9","9993","06","99","99","9","9","9","9","2"
"20589","Nagykapornak","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"20598","Nagycsepely","1400 4 2","42","2","40","HU232","146","0","9999","9","9993","07","99","99","3","9","9","1","4"
"20604","Ikrény","0800 4 2","42","2","30","HU221","087","0","1013","9","9993","09","99","99","9","9","9","9","2"
"20613","Búcsúszentlászló","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"20622","Rinyaújlak","1400 4 2","42","2","40","HU232","140","0","9999","9","9993","08","99","99","9","3","1","9","4"
"20640","Ceglédbercel","1300 4 2","42","1","12","HU120","124","0","9999","3","1600","01","99","99","9","1","9","9","9"
"20659","Márok","0200 4 2","42","2","40","HU231","031","0","9999","9","9993","08","99","99","2","1","9","9","4"
"20668","Mátyus","1500 4 2","42","3","60","HU323","159","0","9999","9","9992","03","99","99","3","3","1","9","1"
"20677","Beregsurány","1500 4 2","42","3","60","HU323","159","0","9999","9","9992","03","99","99","9","3","1","9","1"
"20686","Okorág","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","1","3","1","9","4"
"20695","Döbörhegy","1800 4 2","42","2","30","HU222","177","0","9999","9","9993","09","99","99","1","4","9","9","2"
"20701","Mórágy","1700 4 2","42","2","40","HU233","170","0","9999","1","3500","08","99","99","9","9","9","9","4"
"20710","Bedegkér","1400 4 2","42","2","40","HU232","147","0","9999","9","9993","08","99","99","3","2","1","9","4"
"20729","Balatonfenyves","1400 4 2","42","2","40","HU232","142","0","2013","9","9993","07","99","99","9","1","9","1","4"
"20738","Sajóvámos","0500 4 2","42","3","50","HU311","061","0","1023","9","9991","02","99","99","9","9","9","9","1"
"20747","Feldebrő","1000 4 2","42","3","50","HU312","104","0","9999","4","3100","02","99","99","9","9","9","9","1"
"20756","Hidegkút","1900 4 2","42","2","20","HU213","191","0","3133","9","9993","07","99","99","9","9","9","1","2"
"20765","Medgyesbodzás","0400 4 2","42","3","70","HU332","049","0","9999","9","9992","05","99","99","1","3","1","9","3"
"20774","Csobaj","0500 4 2","42","3","50","HU311","069","0","9999","9","9991","02","99","99","3","2","1","9","1"
"20783","Simontornya","1700 3 2","30","2","40","HU233","174","0","9999","1","3500","08","99","99","9","3","1","3","4"
"20792","Und","0800 4 2","42","2","30","HU221","091","0","9999","9","9993","09","99","99","9","9","9","9","2"
"20817","Sárszentlőrinc","1700 4 2","42","2","40","HU233","172","0","9999","1","3500","08","99","99","3","9","9","3","4"
"20826","Zánka","1900 4 2","42","2","20","HU213","185","0","2013","2","1900","07","99","99","9","9","9","1","2"
"20835","Orbányosfa","2000 4 2","42","2","30","HU223","197","0","9999","9","9993","09","99","99","9","9","9","9","2"
"20844","Lácacséke","0500 4 2","42","3","50","HU311","054","0","9999","9","9991","02","99","99","3","3","1","9","1"
"20853","Úrkút","1900 4 2","42","2","20","HU213","183","0","3133","9","9993","06","99","99","9","9","9","9","2"
"20862","Sárok","0200 4 2","42","2","40","HU231","027","0","9999","9","9993","08","99","99","3","1","9","9","4"
"20871","Szin","0500 4 2","42","3","50","HU311","055","0","9999","9","9991","02","03","03","3","3","1","9","1"
"20880","Hosszúpereszteg","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"20899","Boda","0200 4 2","42","2","40","HU231","032","0","1033","1","2700","08","99","99","9","1","9","9","4"
"20905","Mike","1400 4 2","42","2","40","HU232","143","0","9999","9","9993","08","99","99","3","1","1","9","4"
"20914","Nagyér","0600 4 2","42","3","70","HU333","073","0","9999","9","9992","05","99","99","1","1","9","9","3"
"20923","Kisigmánd","1100 4 2","42","2","20","HU212","112","0","9999","9","9993","06","99","99","9","9","9","9","2"
"20932","Szakonyfalu","1800 4 2","42","2","30","HU222","180","0","9999","9","9993","09","99","99","9","9","9","9","2"
"20941","Kistolmács","2000 4 2","42","2","30","HU223","195","0","9999","9","9993","09","99","99","3","1","9","9","2"
"20950","Belsősárd","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","9","1","9","9","2"
"20969","Gibárt","0500 4 2","42","3","50","HU311","057","0","9999","9","9991","02","99","99","9","3","1","9","1"
"20978","Téseny","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","3","3","1","9","4"
"20987","Tárkány","1100 4 2","42","2","20","HU212","111","0","9999","9","9993","06","99","99","9","1","9","9","2"
"20996","Kemenespálfa","1800 4 2","42","2","30","HU222","176","0","9999","9","9993","09","99","99","1","1","9","9","2"
"21005","Tordas","0700 4 2","42","2","20","HU211","081","0","9999","5","2100","06","99","99","9","9","9","9","2"
"21014","Molnári","2000 4 2","42","2","30","HU223","195","0","3153","9","9993","09","99","99","9","1","9","9","2"
"21023","Hegyszentmárton","0200 4 2","42","2","40","HU231","030","0","9999","1","2900","08","99","99","1","3","1","9","4"
"21032","Alsózsolca","0500 3 2","30","3","50","HU311","061","0","1023","9","9991","02","99","99","2","9","1","9","1"
"21041","Karancslapujtő","1200 4 2","42","3","50","HU313","120","0","3063","9","9991","02","99","99","9","1","1","9","1"
"21050","Pókaszepetk","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"21069","Dunaegyháza","0300 4 2","42","3","70","HU331","043","0","9999","9","9992","05","99","99","9","2","1","3","3"
"21078","Dunaszeg","0800 4 2","42","2","30","HU221","087","0","1013","9","9993","09","99","99","9","9","9","9","2"
"21087","Vizsoly","0500 4 2","42","3","50","HU311","057","0","9999","9","9991","02","99","99","3","3","1","9","1"
"21096","Pécsudvard","0200 4 2","42","2","40","HU231","028","0","1033","9","9993","08","99","99","9","9","9","9","4"
"21102","Nagylóc","1200 4 2","42","3","50","HU313","121","0","9999","9","9991","02","99","99","3","3","1","9","1"
"21111","Jászladány","1600 4 2","41","3","60","HU322","161","0","9999","9","9992","03","99","99","1","3","1","9","1"
"21120","Szentkirály","0300 4 2","42","3","70","HU331","044","0","3043","3","1600","05","99","99","9","1","9","9","3"
"21139","Börzönce","2000 4 2","42","2","30","HU223","196","0","9999","9","9993","09","99","99","3","4","9","9","2"
"21148","Apostag","0300 4 2","42","3","70","HU331","043","0","9999","3","1600","05","99","99","9","2","1","9","3"
"21157","Vezseny","1600 4 2","42","3","60","HU322","167","0","3113","9","9992","03","99","99","9","9","9","9","1"
"21175","Balatonfüred","1900 3 2","30","2","20","HU213","185","1","2012","2","1900","07","99","99","9","9","9","1","2"
"21184","Koppányszántó","1700 4 2","42","2","40","HU233","174","0","9999","9","9993","08","99","99","1","3","1","3","4"
"21193","Radostyán","0500 4 2","42","3","50","HU311","061","0","1023","9","9991","02","99","99","9","9","9","9","1"
"21209","Lőkösháza","0400 4 2","42","3","70","HU332","048","0","9999","9","9992","05","99","99","9","9","9","9","3"
"21218","Karcsa","0500 4 2","42","3","50","HU311","054","0","9999","9","9991","02","99","99","1","3","1","9","1"
"21227","Beszterec","1500 4 2","42","3","60","HU323","152","0","9999","9","9992","03","99","99","3","3","1","9","1"
"21236","Homrogd","0500 4 2","42","3","50","HU311","067","0","9999","9","9991","02","99","99","1","3","1","9","1"
"21245","Sükösd","0300 4 2","41","3","70","HU331","035","0","9999","3","1500","05","99","99","2","1","9","3","3"
"21254","Szentpéterfa","1800 4 2","42","2","30","HU222","181","0","2033","9","9993","09","99","99","9","9","9","9","2"
"21263","Babosdöbréte","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"21272","Prügy","0500 4 2","42","3","50","HU311","066","0","9999","9","9991","02","99","99","3","2","1","9","1"
"21281","Somogyviszló","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","3","2","1","9","4"
"21290","Laskod","1500 4 2","42","3","60","HU323","148","0","9999","9","9992","03","99","99","3","3","1","9","1"
"21306","Sárvár","1800 3 2","30","2","30","HU222","179","1","9999","9","9993","09","99","99","9","9","9","9","2"
"21315","Csurgó","1400 3 2","30","2","40","HU232","141","1","9999","2","2600","08","99","99","9","3","1","9","4"
"21324","Balatonszentgyörgy","1400 4 2","42","2","40","HU232","144","0","2013","9","9993","07","99","99","9","1","9","1","4"
"21333","Istvándi","1400 4 2","42","2","40","HU232","140","0","9999","9","9993","08","99","99","3","3","1","9","4"
"21342","Kajászó","0700 4 2","42","2","20","HU211","081","0","9999","5","2100","06","99","99","9","9","9","9","2"
"21351","Szikszó","0500 3 2","30","3","50","HU311","067","1","1023","4","3000","02","99","99","9","3","1","9","1"
"21360","Udvari","1700 4 2","42","2","40","HU233","174","0","9999","9","9993","08","99","99","1","3","1","3","4"
"21379","Kisbucsa","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"21388","Püspökhatvan","1300 4 2","42","1","12","HU120","138","0","9999","9","9991","01","99","99","9","9","9","9","9"
"21397","Sümegcsehi","2000 4 2","42","2","30","HU223","198","0","9999","9","9993","09","99","99","9","1","9","9","2"
"21403","Nagypirit","1900 4 2","42","2","20","HU213","186","0","9999","9","9993","06","99","99","1","3","1","9","2"
"21412","Üllés","0600 4 2","41","3","70","HU333","074","0","3083","3","1400","05","99","99","9","1","1","9","3"
"21421","Szomor","1100 4 2","42","2","20","HU212","115","0","9999","9","9993","06","99","99","9","9","9","9","2"
"21430","Veszprémfajsz","1900 4 2","42","2","20","HU213","191","0","3133","9","9993","07","99","99","9","9","9","1","2"
"21449","Nagyberki","1400 4 2","42","2","40","HU232","143","0","9999","2","2600","08","99","99","9","1","9","9","4"
"21458","Szada","1300 4 2","41","1","12","HU120","128","0","0023","4","3200","01","99","99","9","9","9","4","9"
"21467","Tóalmás","1300 4 2","42","1","12","HU120","131","0","9999","3","1600","01","99","99","9","1","9","9","9"
"21476","Felsőrajk","2000 4 2","42","2","30","HU223","196","0","9999","9","9993","09","99","99","9","4","9","9","2"
"21485","Nagydobos","1500 4 2","42","3","60","HU323","154","0","9999","9","9992","03","99","99","3","3","1","9","1"
"21494","Tiszasas","1600 4 2","42","3","60","HU322","165","0","9999","3","1600","03","99","99","2","2","1","9","1"
"21500","Kálócfa","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","9","1","9","9","2"
"21519","Pécsbagota","0200 4 2","42","2","40","HU231","032","0","1033","9","9993","08","99","99","1","1","9","9","4"
"21528","Harkány","0200 3 2","30","2","40","HU231","031","0","9999","1","2900","08","99","99","9","1","9","9","4"
"21537","Uraiújfalu","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"21546","Múcsony","0500 4 2","41","3","50","HU311","058","0","9999","9","9991","02","99","99","9","1","9","9","1"
"21555","Mindszent","0600 3 2","30","3","70","HU333","071","0","9999","9","9992","05","99","99","9","1","9","9","3"
"21564","Girincs","0500 4 2","42","3","50","HU311","068","0","9999","9","9991","02","99","99","1","9","9","9","1"
"21573","Rétközberencs","1500 4 2","42","3","60","HU323","153","0","9999","9","9992","03","99","99","3","1","1","9","1"
"21582","Érsekvadkert","1200 4 2","42","3","50","HU313","116","0","9999","9","9991","02","99","99","9","1","9","9","1"
"21591","Csebény","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","3","2","1","9","4"
"21607","Pápasalamon","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","3","1","9","9","2"
"21616","Kislippó","0200 4 2","42","2","40","HU231","031","0","9999","9","9993","08","99","99","1","1","9","9","4"
"21625","Zomba","1700 4 2","42","2","40","HU233","170","0","3093","1","2800","08","99","99","9","9","9","3","4"
"21634","Szirák","1200 4 2","42","3","50","HU313","118","0","9999","9","9991","02","99","99","1","1","1","9","1"
"21643","Zsédeny","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"21652","Nagybajom","1400 3 2","30","2","40","HU232","143","0","9999","9","9993","08","99","99","3","1","1","9","4"
"21661","Zabar","1200 4 2","42","3","50","HU313","120","0","9999","9","9991","02","99","99","3","1","1","9","1"
"21670","Sajókápolna","0500 4 2","42","3","50","HU311","061","0","1023","9","9991","02","99","99","2","9","9","9","1"
"21689","Nagyiván","1600 4 2","42","3","60","HU322","168","0","9999","9","9992","04","05","99","1","1","1","9","1"
"21698","Drávasztára","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","1","3","1","9","4"
"21704","Old","0200 4 2","42","2","40","HU231","031","0","9999","9","9993","08","99","99","3","1","9","9","4"
"21713","Sülysáp","1300 3 2","30","1","12","HU120","131","0","9999","9","9992","01","99","99","9","1","9","9","9"
"21722","Zagyvaszántó","1000 4 2","42","3","50","HU312","107","0","9999","9","9991","02","99","99","9","9","9","9","1"
"21731","Kéty","1700 4 2","42","2","40","HU233","170","0","3093","1","2800","08","99","99","9","9","9","3","4"
"21740","Tarcal","0500 4 2","42","3","50","HU311","069","0","9999","6","3300","02","08","08","2","2","1","2","1"
"21759","Nemesszalók","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","9","1","9","9","2"
"21768","Megyaszó","0500 4 2","42","3","50","HU311","066","0","9999","4","3000","02","99","99","3","2","1","9","1"
"21777","Vanyola","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","3","1","9","9","2"
"21786","Pázmánd","0700 4 2","42","2","20","HU211","080","0","9999","5","2100","06","99","99","9","9","9","9","2"
"21795","Erdőtarcsa","1200 4 2","42","3","50","HU313","118","0","9999","9","9991","02","99","99","3","1","1","9","1"
"21801","Ravazd","0800 4 2","42","2","30","HU221","090","0","1013","5","2300","09","99","99","9","4","9","9","2"
"21810","Varbó","0500 4 2","42","3","50","HU311","061","0","1023","9","9991","02","99","99","9","9","9","9","1"
"21829","Hernádkércs","0500 4 2","42","3","50","HU311","067","0","9999","9","9991","02","99","99","9","3","1","9","1"
"21838","Hegyhátszentmárton","1800 4 2","42","2","30","HU222","177","0","9999","9","9993","09","99","99","9","4","9","9","2"
"21847","Péteri","1300 4 2","42","1","12","HU120","130","0","9999","9","9992","01","99","99","9","9","9","9","9"
"21856","Somogyvámos","1400 4 2","42","2","40","HU232","142","0","9999","9","9993","08","99","99","3","1","1","9","4"
"21865","Darnózseli","0800 4 2","42","2","30","HU221","089","0","9999","9","9993","09","99","99","9","9","9","9","2"
"21874","Piliscsév","1100 4 2","42","2","20","HU212","110","0","9999","9","9993","01","99","99","9","9","9","9","2"
"21883","Szeghalom","0400 3 2","30","3","70","HU332","053","1","9999","9","9992","05","99","99","9","2","1","9","3"
"21892","Bogádmindszent","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","1","3","1","9","4"
"21908","Csókakő","0700 4 2","42","2","20","HU211","082","0","9999","5","2200","06","99","99","9","9","9","9","2"
"21917","Dör","0800 4 2","42","2","30","HU221","086","0","9999","9","9993","09","99","99","9","4","9","9","2"
"21926","Kápolnásnyék","0700 4 2","42","2","20","HU211","080","0","9999","5","2100","06","99","99","9","9","9","9","2"
"21935","Cserháthaláp","1200 4 2","42","3","50","HU313","116","0","9999","9","9991","02","99","99","9","1","9","9","1"
"21944","Akasztó","0300 4 2","42","3","70","HU331","039","0","9999","3","1600","05","99","99","9","1","9","3","3"
"21953","Bánréve","0500 4 2","42","3","50","HU311","063","0","9999","9","9991","02","99","99","9","3","1","9","1"
"21962","Lesenceistvánd","1900 4 2","42","2","20","HU213","189","0","9999","2","2000","07","99","99","9","9","9","1","2"
"21971","Tápszentmiklós","0800 4 2","42","2","30","HU221","090","0","1013","9","9993","09","99","99","9","4","9","9","2"
"21980","Mihályi","0800 4 2","42","2","30","HU221","088","0","9999","9","9993","09","99","99","9","4","9","9","2"
"21999","Izsák","0300 3 2","30","3","70","HU331","039","0","9999","3","1600","05","99","99","9","1","9","9","3"
"22008","Törtel","1300 4 2","42","1","12","HU120","124","0","9999","9","9992","01","99","99","9","1","9","9","9"
"22017","Szamosbecs","1500 4 2","42","3","60","HU323","149","0","9999","9","9992","03","99","99","9","3","1","9","1"
"22026","Fonó","1400 4 2","42","2","40","HU232","143","0","9999","9","9993","08","99","99","3","1","9","9","4"
"22035","Zsámbok","1300 4 2","42","1","12","HU120","128","0","9999","9","9991","01","99","99","9","9","9","9","9"
"22044","Ólmod","1800 4 2","42","2","30","HU222","178","0","9999","9","9993","09","99","99","9","9","9","9","2"
"22053","Szabolcsbáka","1500 4 2","42","3","60","HU323","153","0","9999","9","9992","03","99","99","3","1","1","9","1"
